triplesID,Type,Start_entity,End_entity,start_entity_Labels,end_entity_Labels,start_entity_id,start_entity_id
714,ON_LINE,Gare de Genève-Cornavin,"Meyrin, Forumeyrin",__Entity__,__Entity__,260,256
715,ON_LINE,Gare de Genève-Cornavin,"Genève, Vieusseux",__Entity__,__Entity__,260,257
716,ON_LINE,Gare de Genève-Cornavin,"Vernier, Bouchet",__Entity__,__Entity__,260,259
717,ON_LINE,Gare de Genève-Cornavin,"Meyrin, Gravière",__Entity__,__Entity__,260,264
718,ON_LINE,Gare de Genève-Cornavin,Route de Pré-Bois,__Entity__,__Entity__,260,265
719,ON_LINE,Gare de Genève-Cornavin,"Meyrin, Vaudagne",__Entity__,__Entity__,260,267
720,ON_LINE,Gare de Genève-Cornavin,"Meyrin, Jardin-Alpin-Vivarium",__Entity__,__Entity__,260,268
721,ON_LINE,Gare de Genève-Cornavin,"Vernier, Balexert",__Entity__,__Entity__,260,276
722,ON_LINE,Gare de Genève-Cornavin,"Genève, Lyon",__Entity__,__Entity__,260,282
723,ON_LINE,Gare de Genève-Cornavin,"Vernier, Avanchet",__Entity__,__Entity__,260,283
724,ON_LINE,Gare de Genève-Cornavin,"Genève, Servette",__Entity__,__Entity__,260,285
725,HAS_CONNECTION,Gare de Genève-Cornavin,Gare de Genève-Sécheron,__Entity__,__Entity__,260,732
726,HAS_PLACE,Gare de Genève-Cornavin,Point de rebroussement,__Entity__,__Entity__,260,863
727,HAS_CONNECTION_WITH,Gare de Genève-Cornavin,Lancy-Pont-Rouge,__Entity__,__Entity__,260,241
728,ON_LINE,CEVA/Jonction,Genève-La Praille,__Entity__,__Entity__,261,254
729,PART_OF,"Bernex, Vailly",Ligne 14,__Entity__,__Entity__,263,473
730,ON_LINE,"Bernex, Vailly","Bernex, Hainard",__Entity__,__Entity__,263,240
731,ON_LINE,"Bernex, Vailly","Bernex, Luchepelet",__Entity__,__Entity__,263,270
732,ON_LINE,"Bernex, Vailly","Bernex, Pré-Marais",__Entity__,__Entity__,263,274
733,ON_LINE,"Bernex, Vailly","Bernex, P+R",__Entity__,__Entity__,263,278
734,HAS_RELATION_WITH,"Bernex, Vailly","Meyrin, Gravière",__Entity__,__Entity__,263,264
735,HAS_RELATION_WITH,"Bernex, Vailly",Le Rhône,__Entity__,__Entity__,263,297
736,HAS_CONNECTION_WITH,"Bernex, Vailly",Lancy-Pont-Rouge,__Entity__,__Entity__,263,241
737,PART_OF,"Meyrin, Gravière",Ligne 15,__Entity__,__Entity__,264,296
738,CONNECTED_TO,"Meyrin, Gravière","Meyrin, CERN",__Entity__,__Entity__,264,245
739,HAS_RELATION_WITH,"Meyrin, Gravière","Meyrin, CERN",__Entity__,__Entity__,264,245
740,HAS_RELATION_WITH,"Meyrin, Gravière",Stand,__Entity__,__Entity__,264,547
741,HAS_CONNECTION_WITH,"Meyrin, Gravière",Lancy-Pont-Rouge,__Entity__,__Entity__,264,241
742,PART_OF,Route de Pré-Bois,Ligne 15,__Entity__,__Entity__,265,296
743,SERVED_BY,Route de Pré-Bois,Dépôt En Chardon,__Entity__,__Entity__,265,250
744,ON_LINE,Route de Pré-Bois,Ligne 15,__Entity__,__Entity__,265,296
745,ON_LINE,gare,Coutance,__Entity__,__Entity__,269,237
746,ON_LINE,gare,Parc Montessuit,__Entity__,__Entity__,269,239
747,ON_LINE,gare,Lancy-Pont-Rouge,__Entity__,__Entity__,269,241
748,ON_LINE,gare,"Grand-Lancy, Palettes",__Entity__,__Entity__,269,249
749,ON_LINE,gare,Moillesulaz,__Entity__,__Entity__,269,252
750,ON_LINE,gare,Annemasse,__Entity__,__Entity__,269,258
751,ON_LINE,gare,Nations,__Entity__,__Entity__,269,271
752,ON_LINE,gare,Bel-Air Le Rhône,__Entity__,__Entity__,269,272
753,ON_LINE,gare,L'Île Le Rhône,__Entity__,__Entity__,269,275
754,PART_OF,Nations,Ligne 15,__Entity__,__Entity__,271,296
755,LOCATED_IN,Nations,Geneva,__Entity__,__Entity__,271,745
756,CONNECTED_TO,Nations,Ligne 13,__Entity__,__Entity__,271,603
757,SERVED_BY,Nations,Ligne 15,__Entity__,__Entity__,271,296
758,HAS_ROUTE,Nations,Genève-Cornavin,__Entity__,__Entity__,271,289
759,HAS_CONNECTION,Nations,Ligne 13,__Entity__,__Entity__,271,603
760,HAS_CONNECTION_WITH,Nations,Lancy-Pont-Rouge,__Entity__,__Entity__,271,241
761,PART_OF,"Vernier, Balexert",Ligne 15,__Entity__,__Entity__,276,296
762,ON_LINE,"Onex, Salle communale","Onex, Bandol",__Entity__,__Entity__,279,262
763,PART_OF,L'Arve,rebroussement Genève,__Entity__,__Entity__,280,1081
764,LOCATED_IN,L'Arve,Geneva,__Entity__,__Entity__,280,745
765,HAS_RELATION_WITH,L'Arve,Uni-Mail,__Entity__,__Entity__,280,707
766,HAS_PLACE,L'Arve,Genève,__Entity__,__Entity__,280,236
767,HAS_CONNECTION_WITH,L'Arve,Lancy-Pont-Rouge,__Entity__,__Entity__,280,241
768,PART_OF,"Genève, Lyon",Ligne 15,__Entity__,__Entity__,282,296
769,PART_OF,"Vernier, Avanchet",Ligne 15,__Entity__,__Entity__,283,296
770,ON_LINE,"Petit-Lancy, Les Esserts","Petit-Lancy, Quidort",__Entity__,__Entity__,284,253
771,ON_LINE,"Petit-Lancy, Les Esserts","Petit-Lancy, place",__Entity__,__Entity__,284,266
772,ON_LINE,"Petit-Lancy, Les Esserts",Route du Pont-Butin,__Entity__,__Entity__,284,281
773,PART_OF,"Genève, Servette",Ligne 15,__Entity__,__Entity__,285,296
774,MENTIONS,f220981720e58f67477b537566944b99,Genève,Document,__Entity__,286,236
775,MENTIONS,f220981720e58f67477b537566944b99,Coutance,Document,__Entity__,286,237
776,MENTIONS,f220981720e58f67477b537566944b99,Parc Montessuit,Document,__Entity__,286,239
777,MENTIONS,f220981720e58f67477b537566944b99,Lancy-Pont-Rouge,Document,__Entity__,286,241
778,MENTIONS,f220981720e58f67477b537566944b99,Avenue du Pailly,Document,__Entity__,286,243
779,MENTIONS,f220981720e58f67477b537566944b99,Dépôt En Chardon,Document,__Entity__,286,250
780,MENTIONS,f220981720e58f67477b537566944b99,Moillesulaz,Document,__Entity__,286,252
781,MENTIONS,f220981720e58f67477b537566944b99,Annemasse,Document,__Entity__,286,258
782,MENTIONS,f220981720e58f67477b537566944b99,Route de Pré-Bois,Document,__Entity__,286,265
783,MENTIONS,f220981720e58f67477b537566944b99,Cornavin,Document,__Entity__,286,287
784,MENTIONS,f220981720e58f67477b537566944b99,CERN,Document,__Entity__,286,288
785,MENTIONS,f220981720e58f67477b537566944b99,Genève-Cornavin,Document,__Entity__,286,289
786,MENTIONS,f220981720e58f67477b537566944b99,Axe de la piste 04/22,Document,__Entity__,286,290
787,MENTIONS,f220981720e58f67477b537566944b99,P+R,Document,__Entity__,286,291
788,MENTIONS,f220981720e58f67477b537566944b99,Confignon,Document,__Entity__,286,292
789,MENTIONS,f220981720e58f67477b537566944b99,Forumeyrin,Document,__Entity__,286,293
790,MENTIONS,f220981720e58f67477b537566944b99,Thônex,Document,__Entity__,286,294
791,MENTIONS,f220981720e58f67477b537566944b99,Ligne 12,Document,__Entity__,286,295
792,MENTIONS,f220981720e58f67477b537566944b99,Ligne 15,Document,__Entity__,286,296
793,MENTIONS,f220981720e58f67477b537566944b99,Le Rhône,Document,__Entity__,286,297
794,MENTIONS,f220981720e58f67477b537566944b99,Balexert,Document,__Entity__,286,298
795,MENTIONS,f220981720e58f67477b537566944b99,Meyrin,Document,__Entity__,286,299
796,MENTIONS,f220981720e58f67477b537566944b99,Poterie,Document,__Entity__,286,300
797,MENTIONS,f220981720e58f67477b537566944b99,Bouchet,Document,__Entity__,286,301
798,MENTIONS,f220981720e58f67477b537566944b99,Ligne 18,Document,__Entity__,286,302
799,MENTIONS,f220981720e58f67477b537566944b99,Gravière,Document,__Entity__,286,303
800,MENTIONS,f220981720e58f67477b537566944b99,Salle communale,Document,__Entity__,286,304
801,MENTIONS,f220981720e58f67477b537566944b99,Servette,Document,__Entity__,286,305
802,MENTIONS,f220981720e58f67477b537566944b99,Bandol,Document,__Entity__,286,306
803,MENTIONS,f220981720e58f67477b537566944b99,Lancy-Bachet,Document,__Entity__,286,307
804,MENTIONS,f220981720e58f67477b537566944b99,Hainard,Document,__Entity__,286,308
805,MENTIONS,f220981720e58f67477b537566944b99,Palettes Genève,Document,__Entity__,286,309
806,MENTIONS,f220981720e58f67477b537566944b99,Vailly,Document,__Entity__,286,310
807,MENTIONS,f220981720e58f67477b537566944b99,Blandonnet,Document,__Entity__,286,311
808,MENTIONS,f220981720e58f67477b537566944b99,Vaudagne,Document,__Entity__,286,312
809,MENTIONS,f220981720e58f67477b537566944b99,Grand-Lancy,Document,__Entity__,286,313
810,MENTIONS,f220981720e58f67477b537566944b99,Nations Genève,Document,__Entity__,286,314
811,MENTIONS,f220981720e58f67477b537566944b99,Bel-Air,Document,__Entity__,286,315
812,MENTIONS,f220981720e58f67477b537566944b99,Vernier,Document,__Entity__,286,316
813,MENTIONS,f220981720e58f67477b537566944b99,Vieusseux,Document,__Entity__,286,317
814,MENTIONS,f220981720e58f67477b537566944b99,Lausanne,Document,__Entity__,286,318
815,MENTIONS,f220981720e58f67477b537566944b99,Onex,Document,__Entity__,286,319
816,MENTIONS,f220981720e58f67477b537566944b99,L'Île Genève,Document,__Entity__,286,320
817,MENTIONS,f220981720e58f67477b537566944b99,Luchepelet,Document,__Entity__,286,321
818,MENTIONS,f220981720e58f67477b537566944b99,Ligne 17,Document,__Entity__,286,322
819,MENTIONS,f220981720e58f67477b537566944b99,Lyon,Document,__Entity__,286,323
820,MENTIONS,f220981720e58f67477b537566944b99,La Dode,Document,__Entity__,286,324
821,MENTIONS,f220981720e58f67477b537566944b99,Pré-Marais,Document,__Entity__,286,325
822,MENTIONS,f220981720e58f67477b537566944b99,Bernex,Document,__Entity__,286,326
823,ON_LINE,Cornavin,Ligne 15,__Entity__,__Entity__,287,296
824,HAS_NEW,Cornavin,liaison,__Entity__,__Entity__,287,1315
825,LOCATED_IN,CERN,Meyrin,__Entity__,__Entity__,288,299
826,HAS_END_DATE,CERN,2012,__Entity__,__Entity__,288,471
827,ON_LINE,CERN,Ligne 18,__Entity__,__Entity__,288,302
828,ON_LINE,Genève-Cornavin,Ligne 15,__Entity__,__Entity__,289,296
829,PART_OF,Axe de la piste 04/22,Ligne 15,__Entity__,__Entity__,290,296
830,SERVED_BY,Axe de la piste 04/22,aéroport international de Genève,__Entity__,__Entity__,290,507
831,ON_LINE,Axe de la piste 04/22,Ligne 15,__Entity__,__Entity__,290,296
832,ON_LINE,P+R,Ligne 18,__Entity__,__Entity__,291,302
833,ACCELERATE,P+R,réalisation,__Entity__,__Entity__,291,1442
834,ON_LINE,Confignon,Ligne 18,__Entity__,__Entity__,292,302
835,SHARED_BY,Confignon,Lancy,__Entity__,__Entity__,292,493
836,SHARED_BY,Confignon,Plan-les-Ouates,__Entity__,__Entity__,292,679
837,ON_LINE,Forumeyrin,Ligne 18,__Entity__,__Entity__,293,302
838,PART_OF,Thônex,Ligne 15,__Entity__,__Entity__,294,296
839,PART_OF,Thônex,"Lignes 12, 17 et 18",__Entity__,__Entity__,294,742
840,SERVED_BY,Thônex,Lignes 12 et 17,__Entity__,__Entity__,294,1186
841,ON_LINE,Thônex,Ligne 12,__Entity__,__Entity__,294,295
842,CONNECTED_BY_LINE_17,Thônex,Genève,__Entity__,__Entity__,294,236
843,CONNECTED_BY_LINE_17,Thônex,Parc Montessuit,__Entity__,__Entity__,294,239
844,CONNECTED_BY_LINE_17,Thônex,Moillesulaz,__Entity__,__Entity__,294,252
845,CONNECTED_BY_LINE_17,Thônex,Annemasse,__Entity__,__Entity__,294,258
846,PART_OF,Ligne 12,TPG,__Entity__,__Entity__,295,619
847,PART_OF,Ligne 12,Léman Express,__Entity__,__Entity__,295,1162
848,LOCATED_IN,Ligne 12,Zone 10,__Entity__,__Entity__,295,928
849,LOCATED_IN,Ligne 12,Zone 210,__Entity__,__Entity__,295,1159
850,HAS_CHARACTERISTIC,Ligne 12,transfrontalier,__Entity__,__Entity__,295,1160
851,USED,Ligne 12,Ligne 13,__Entity__,__Entity__,295,603
852,HAS_STATISTIC,Ligne 12,"9,476 millions",__Entity__,__Entity__,295,1161
853,PART_OF,Ligne 15,Tramway de Genève,__Entity__,__Entity__,296,587
854,PART_OF,Ligne 15,TPG,__Entity__,__Entity__,296,619
855,PART_OF,Ligne 15,Léman Express,__Entity__,__Entity__,296,1162
856,LOCATED_AT,Ligne 15,Rue des Terreaux-du-Temple,__Entity__,__Entity__,296,1701
857,OPERATED_BY,Ligne 15,TPG,__Entity__,__Entity__,296,619
858,SERVES,Ligne 15,Genève,__Entity__,__Entity__,296,236
859,SERVES,Ligne 15,Lancy-Pont-Rouge,__Entity__,__Entity__,296,241
860,SERVES,Ligne 15,Carouge,__Entity__,__Entity__,296,340
861,SERVES,Ligne 15,Lancy,__Entity__,__Entity__,296,493
862,SERVES,Ligne 15,Plan-les-Ouates,__Entity__,__Entity__,296,679
863,SERVES,Ligne 15,Geneva,__Entity__,__Entity__,296,745
864,SERVES,Ligne 15,Mairie,__Entity__,__Entity__,296,747
865,SERVES,Ligne 15,Cimetière du Grand-Lancy,__Entity__,__Entity__,296,749
866,SERVES,Ligne 15,Hôpital cantonal,__Entity__,__Entity__,296,753
867,HAS_TERMINUS,Ligne 15,Nations,__Entity__,__Entity__,296,271
868,HAS_TERMINUS,Ligne 15,"Plan-les-Ouates, ZIPLO",__Entity__,__Entity__,296,674
869,HAS_TERMINUS,Ligne 15,Plan-les-Ouates,__Entity__,__Entity__,296,679
870,HAS_TERMINUS,Ligne 15,"Genève, Nations",__Entity__,__Entity__,296,689
871,HAS_TERMINUS,Ligne 15,ZIPLO,__Entity__,__Entity__,296,866
872,CONNECTS,Ligne 15,Nations,__Entity__,__Entity__,296,271
873,CONNECTS,Ligne 15,Palettes,__Entity__,__Entity__,296,594
874,CONNECTS,Ligne 15,Gare de Lancy-Pont-Rouge,__Entity__,__Entity__,296,718
875,CONNECTS,Ligne 15,Pont-Rouge,__Entity__,__Entity__,296,752
876,CONNECTS,Ligne 15,Plaine de Plainpalais,__Entity__,__Entity__,296,754
877,EXTENDS_TO,Ligne 15,Palettes,__Entity__,__Entity__,296,594
878,EXTENDS_TO,Ligne 15,Saint-Julien-en-Genevois,__Entity__,__Entity__,296,680
879,HAS_INFRASTRUCTURE,Ligne 15,Conduite,__Entity__,__Entity__,296,865
880,IS_PART_OF,Ligne 15,Unireso,__Entity__,__Entity__,296,563
881,HAS_CONNECTION,Ligne 15,Ligne 18,__Entity__,__Entity__,296,302
882,HAS_DEPOT,Ligne 15,Bachet-de-Pesay,__Entity__,__Entity__,296,330
883,HAS_DEPOT,Ligne 15,En Chardon,__Entity__,__Entity__,296,864
884,HAS_STOP,Ligne 15,"Grand-Lancy, Palettes",__Entity__,__Entity__,296,249
885,HAS_STOP,Ligne 15,"Perly, En Louche",__Entity__,__Entity__,296,670
886,HAS_STOP,Ligne 15,"Saint-Julien-en-Genevois, Mössingen",__Entity__,__Entity__,296,671
887,HAS_STOP,Ligne 15,"Perly, douane",__Entity__,__Entity__,296,673
888,HAS_STOP,Ligne 15,"Plan-les-Ouates, ZIPLO",__Entity__,__Entity__,296,674
889,HAS_STOP,Ligne 15,"Grand-Lancy, Lancy Piscine",__Entity__,__Entity__,296,676
890,HAS_STOP,Ligne 15,"Saint-Julien-en-Genevois, centre",__Entity__,__Entity__,296,677
891,HAS_STOP,Ligne 15,Saint-Julien-en-Genevois,__Entity__,__Entity__,296,680
892,HAS_STOP,Ligne 15,"Plan-les-Ouates, Le Rolliet",__Entity__,__Entity__,296,681
893,HAS_STOP,Ligne 15,"Grand-Lancy, Curé-Baud",__Entity__,__Entity__,296,682
894,HAS_STOP,Ligne 15,"Grand-Lancy, Place du 1er-Août",__Entity__,__Entity__,296,683
895,HAS_STOP,Ligne 15,"Perly, Ravières",__Entity__,__Entity__,296,684
896,HAS_STOP,Ligne 15,"Grand-Lancy, Mairie de L",__Entity__,__Entity__,296,685
897,HAS_STOP,Ligne 15,Douane de Perly,__Entity__,__Entity__,296,719
898,HAS_STOP,Ligne 15,Point de rebroussement,__Entity__,__Entity__,296,863
899,HAS_STOP,Ligne 15,Frontière,__Entity__,__Entity__,296,869
900,HAS_STOP,Ligne 15,Fin de la phase 1,__Entity__,__Entity__,296,870
901,HAS_DESTINATION,Ligne 15,"Thônex, Moillesulaz",__Entity__,__Entity__,296,727
902,REPLACES,Ligne 15,Lignes 9 et 29,__Entity__,__Entity__,296,748
903,REPLACES,Ligne 15,Ligne 2,__Entity__,__Entity__,296,750
904,REPLACES,Ligne 15,Ligne d'autobus X,__Entity__,__Entity__,296,751
905,HAS_OPERATOR,Ligne 15,Transports publics genevois,__Entity__,__Entity__,296,598
906,HAS_EQUIPMENT,Ligne 15,Stadler Tango,__Entity__,__Entity__,296,560
907,HAS_EQUIPMENT,Ligne 15,Bombardier Cityrunner,__Entity__,__Entity__,296,571
908,HAS_PLACE,Ligne 15,Genève,__Entity__,__Entity__,296,236
909,HAS_FARE_ZONE,Ligne 15,Zone 10,__Entity__,__Entity__,296,928
910,HAS_TRAFFIC,Ligne 15,"12,953 millions de voyages",__Entity__,__Entity__,296,929
911,PART_OF,Le Rhône,Ligne 14,__Entity__,__Entity__,297,473
912,SERVED_BY,Le Rhône,Lignes 12 et 17,__Entity__,__Entity__,297,1186
913,ON_LINE,Le Rhône,Ligne 17,__Entity__,__Entity__,297,322
914,HAS_RELATION_WITH,Le Rhône,Lausanne,__Entity__,__Entity__,297,318
915,LOCATED_ON,Le Rhône,Lausanne – Genève,__Entity__,__Entity__,297,740
916,HAS_PLACE,Le Rhône,Ligne Lausanne – Genève,__Entity__,__Entity__,297,877
917,LOCATED_IN,Balexert,Vernier,__Entity__,__Entity__,298,316
918,ON_LINE,Balexert,Ligne 15,__Entity__,__Entity__,298,296
919,PART_OF,Meyrin,Ligne 15,__Entity__,__Entity__,299,296
920,PART_OF,Meyrin,ieurs quartiers de Genève,__Entity__,__Entity__,299,343
921,PART_OF,Meyrin,quelques communes de l'agglomération,__Entity__,__Entity__,299,345
922,PART_OF,Meyrin,"Lignes 12, 17 et 18",__Entity__,__Entity__,299,742
923,SERVED_BY,Meyrin,Jardin-Alpin-Vivarium,__Entity__,__Entity__,299,1184
924,SERVED_BY,Meyrin,Bois-du-Lan,__Entity__,__Entity__,299,1187
925,ON_LINE,Meyrin,Ligne 18,__Entity__,__Entity__,299,302
926,TERMINUS_OF,Meyrin,ligne 14,__Entity__,__Entity__,299,332
927,HAS_LATITUDE_AND_LONGITUDE,Meyrin,"46° 13′ 45″ N, 6° 04′ 57″ E",__Entity__,__Entity__,299,540
928,HAS_LATITUDE_AND_LONGITUDE,Meyrin,"46° 14′ 00″ N, 6° 04′ 39″ E",__Entity__,__Entity__,299,542
929,HAS_LATITUDE_AND_LONGITUDE,Meyrin,"46° 13′ 33″ N, 6° 04′ 59″ E",__Entity__,__Entity__,299,546
930,HAS_LATITUDE_AND_LONGITUDE,Meyrin,"46° 14′ 11″ N, 6° 04′ 54″ E",__Entity__,__Entity__,299,552
931,CONNECTED_BY_TRAM,Meyrin,Gravière,__Entity__,__Entity__,299,303
932,SERVED_BY,Poterie,Genève,__Entity__,__Entity__,300,236
933,ON_LINE,Poterie,Ligne 15,__Entity__,__Entity__,300,296
934,PART_OF,Bouchet,Ligne 15,__Entity__,__Entity__,301,296
935,ON_LINE,Bouchet,Ligne 15,__Entity__,__Entity__,301,296
936,PART_OF,Ligne 18,Tramway de Genève,__Entity__,__Entity__,302,587
937,OPERATED_BY,Ligne 18,Transports publics genevois,__Entity__,__Entity__,302,598
938,SERVES,Ligne 18,Genève,__Entity__,__Entity__,302,236
939,SERVES,Ligne 18,Meyrin,__Entity__,__Entity__,302,299
940,SERVES,Ligne 18,Vernier,__Entity__,__Entity__,302,316
941,SERVES,Ligne 18,Carouge,__Entity__,__Entity__,302,340
942,SERVES,Ligne 18,Lancy,__Entity__,__Entity__,302,493
943,SERVES,Ligne 18,Plan-les-Ouates,__Entity__,__Entity__,302,679
944,HAS_TERMINUS,Ligne 18,"Meyrin, CERN",__Entity__,__Entity__,302,245
945,USES,Ligne 18,Stadler Tango,__Entity__,__Entity__,302,560
946,USES,Ligne 18,Bombardier Cityrunner,__Entity__,__Entity__,302,571
947,HAS_ROUTE,Ligne 18,Coutance,__Entity__,__Entity__,302,237
948,HAS_ROUTE,Ligne 18,CERN,__Entity__,__Entity__,302,288
949,HAS_ROUTE,Ligne 18,Bachet-de-Pesay,__Entity__,__Entity__,302,330
950,HAS_ROUTE,Ligne 18,Avanchet,__Entity__,__Entity__,302,335
951,HAS_ROUTE,Ligne 18,Stand,__Entity__,__Entity__,302,547
952,HAS_ROUTE,Ligne 18,Pontets,__Entity__,__Entity__,302,596
953,HAS_ROUTE,Ligne 18,Rondeau de Carouge,__Entity__,__Entity__,302,626
954,HAS_ROUTE,Ligne 18,Mairie,__Entity__,__Entity__,302,747
955,HAS_ROUTE,Ligne 18,Rondeau,__Entity__,__Entity__,302,1198
956,HAS_ROUTE,Ligne 18,Gare de Lancy-Bachet,__Entity__,__Entity__,302,1200
957,HAS_ROUTE,Ligne 18,Coutance-Cornavin,__Entity__,__Entity__,302,1211
958,HAS_ROUTE,Ligne 18,Pont de Carouge,__Entity__,__Entity__,302,1215
959,HAS_ROUTE,Ligne 18,Rue de la Corraterie,__Entity__,__Entity__,302,1216
960,HAS_ROUTE,Ligne 18,Rue de la Pépinière,__Entity__,__Entity__,302,1218
961,HAS_ROUTE,Ligne 18,Collège Madame de Staël,__Entity__,__Entity__,302,1219
962,HAS_ROUTE,Ligne 18,Les Palettes,__Entity__,__Entity__,302,1220
963,HAS_ROUTE,Ligne 18,Théâtre,__Entity__,__Entity__,302,1221
964,HAS_ROUTE,Ligne 18,Rue du Pont-Neuf,__Entity__,__Entity__,302,1222
965,HAS_ROUTE,Ligne 18,Musée,__Entity__,__Entity__,302,1223
966,HAS_START_DATE,Ligne 18,2012,__Entity__,__Entity__,302,471
967,HAS_CONNECTION,Ligne 18,Ligne 15,__Entity__,__Entity__,302,296
968,HAS_CONNECTION,Ligne 18,CEVA,__Entity__,__Entity__,302,657
969,HAS_DEPOT,Ligne 18,Bachet-de-Pesay,__Entity__,__Entity__,302,330
970,HAS_STOP,Ligne 18,"Meyrin, CERN",__Entity__,__Entity__,302,245
971,HAS_STOP,Ligne 18,"Grand-Lancy, Palettes",__Entity__,__Entity__,302,249
972,HAS_DESTINATION,Ligne 18,"Meyrin, CERN",__Entity__,__Entity__,302,245
973,PART_OF,Gravière,ieurs quartiers de Genève,__Entity__,__Entity__,303,343
974,PART_OF,Gravière,quelques communes de l'agglomération,__Entity__,__Entity__,303,345
975,SERVED_BY,Gravière,Rue Lect,__Entity__,__Entity__,303,1189
976,ON_LINE,Gravière,Ligne 18,__Entity__,__Entity__,303,302
977,TERMINUS_OF,Gravière,ligne 14,__Entity__,__Entity__,303,332
978,ON_LINE,Salle communale,Ligne 18,__Entity__,__Entity__,304,302
979,SERVED_BY,Servette,Genève,__Entity__,__Entity__,305,236
980,ON_LINE,Servette,Ligne 15,__Entity__,__Entity__,305,296
981,ON_LINE,Bandol,Ligne 18,__Entity__,__Entity__,306,302
982,LOCATED_IN,Lancy-Bachet,Lancy,__Entity__,__Entity__,307,493
983,HAS_CHARACTERISTIC,Lancy-Bachet,300,__Entity__,__Entity__,307,1554
984,HAS_FEATURE,Lancy-Bachet,Piste cyclable sur la route de la Chapelle,__Entity__,__Entity__,307,1646
985,HAS_LINE,Lancy-Bachet,Ligne 12,__Entity__,__Entity__,307,295
986,HAS_LINE,Lancy-Bachet,Ligne 62,__Entity__,__Entity__,307,1642
987,HAS_LINE,Lancy-Bachet,Ligne 42,__Entity__,__Entity__,307,1643
988,ON_LINE,Lancy-Bachet,Ligne 15,__Entity__,__Entity__,307,296
989,CONNECTED_BY_LINE_12,Lancy-Bachet,Gare de Lancy-Bachet,__Entity__,__Entity__,307,1200
990,ON_LINE,Hainard,Ligne 18,__Entity__,__Entity__,308,302
991,ON_LINE,Palettes Genève,Ligne 15,__Entity__,__Entity__,309,296
992,ON_LINE,Palettes Genève,Ligne 17,__Entity__,__Entity__,309,322
993,PART_OF,Vailly,ieurs quartiers de Genève,__Entity__,__Entity__,310,343
994,PART_OF,Vailly,quelques communes de l'agglomération,__Entity__,__Entity__,310,345
995,SERVED_BY,Vailly,Ligne 14,__Entity__,__Entity__,310,473
996,ON_LINE,Vailly,Ligne 18,__Entity__,__Entity__,310,302
997,TERMINUS_OF,Vailly,ligne 14,__Entity__,__Entity__,310,332
998,CONNECTED_BY_TRAM,Vailly,Meyrin,__Entity__,__Entity__,310,299
999,ON_LINE,Blandonnet,Ligne 15,__Entity__,__Entity__,311,296
1000,ON_LINE,Vaudagne,Ligne 18,__Entity__,__Entity__,312,302
1001,PART_OF,Grand-Lancy,Ligne 15,__Entity__,__Entity__,313,296
1002,PART_OF,Grand-Lancy,ligne 4,__Entity__,__Entity__,313,336
1003,LOCATED_IN,Grand-Lancy,Lancy,__Entity__,__Entity__,313,493
1004,SERVED_BY,Grand-Lancy,Ligne 15,__Entity__,__Entity__,313,296
1005,SERVED_BY,Grand-Lancy,Lignes 15 et 17,__Entity__,__Entity__,313,1185
1006,ON_LINE,Grand-Lancy,Ligne 15,__Entity__,__Entity__,313,296
1007,ON_LINE,Grand-Lancy,Ligne 17,__Entity__,__Entity__,313,322
1008,TERMINUS_OF,Grand-Lancy,ligne 14,__Entity__,__Entity__,313,332
1009,HAS_RELATION_WITH,Grand-Lancy,Curé-Baud,__Entity__,__Entity__,313,717
1010,IS_ON,Grand-Lancy,"Ligne 18 vers « Meyrin, CERN »",__Entity__,__Entity__,313,734
1011,IS_ON,Grand-Lancy,"Ligne 12 et 18 vers « Lancy-Bachet, gare » et « Grand-Lancy, Palettes »",__Entity__,__Entity__,313,735
1012,HAS_PLACE,Grand-Lancy,Place du 1er-Août,__Entity__,__Entity__,313,710
1013,HAS_PLACE,Grand-Lancy,Mairie de Lancy,__Entity__,__Entity__,313,720
1014,HAS_BORDOR,Grand-Lancy,Curé-Baud,__Entity__,__Entity__,313,717
1015,HAS_BORDOR,Grand-Lancy,Palettes Grand-Lancy,__Entity__,__Entity__,313,899
1016,CONNECTED_BY_LINE_15,Grand-Lancy,Genève,__Entity__,__Entity__,313,236
1017,CONNECTED_BY_LINE_15,Grand-Lancy,Lancy-Pont-Rouge,__Entity__,__Entity__,313,241
1018,CONNECTED_BY_LINE_15,Grand-Lancy,Palettes,__Entity__,__Entity__,313,594
1019,ON_LINE,Nations Genève,Ligne 15,__Entity__,__Entity__,314,296
1020,ON_LINE,Bel-Air,Ligne 17,__Entity__,__Entity__,315,322
1021,PART_OF,Vernier,Ligne 15,__Entity__,__Entity__,316,296
1022,LOCATED_IN,Vernier,Balexert,__Entity__,__Entity__,316,298
1023,LOCATED_IN,Vernier,Bouchet,__Entity__,__Entity__,316,301
1024,SERVED_BY,Vernier,Balexert,__Entity__,__Entity__,316,298
1025,SERVED_BY,Vernier,Bouchet,__Entity__,__Entity__,316,301
1026,SERVED_BY,Vernier,Blandonnet,__Entity__,__Entity__,316,311
1027,SERVED_BY,Vernier,Avanchet,__Entity__,__Entity__,316,335
1028,ON_LINE,Vernier,Ligne 15,__Entity__,__Entity__,316,296
1029,HAS_LATITUDE_AND_LONGITUDE,Vernier,"46° 13′ 20″ N, 6° 05′ 47″ E",__Entity__,__Entity__,316,541
