triplesID,relationID,relation,chunkID,End_entity,start_entity_Labels,end_entity_Labels,start_entity_id,end_entity_id
1117,3,MENTIONS,329,ligne 4,Document,__Entity__,329,336
1118,3,MENTIONS,329,TCMC,Document,__Entity__,329,337
1119,3,MENTIONS,329,quai de la Poste,Document,__Entity__,329,338
1120,3,MENTIONS,329,Meyrin-Gravière,Document,__Entity__,329,339
1121,3,MENTIONS,329,Carouge,Document,__Entity__,329,340
1122,3,MENTIONS,329,ligne 2,Document,__Entity__,329,341
1123,3,MENTIONS,329,ligne 15,Document,__Entity__,329,342
1124,3,MENTIONS,329,ieurs quartiers de Genève,Document,__Entity__,329,343
1125,3,MENTIONS,329,Gare Cornavin,Document,__Entity__,329,344
1126,3,MENTIONS,329,quelques communes de l'agglomération,Document,__Entity__,329,345
1183,3,MENTIONS,346,CERN,Document,__Entity__,346,288
1184,3,MENTIONS,346,Ligne 18,Document,__Entity__,346,302
1185,3,MENTIONS,346,Bernex,Document,__Entity__,346,326
1186,3,MENTIONS,346,TCOB,Document,__Entity__,346,331
1187,3,MENTIONS,346,2008,Document,__Entity__,346,347
1188,3,MENTIONS,346,2011,Document,__Entity__,346,348
1189,3,MENTIONS,346,2014,Document,__Entity__,346,349
1190,3,MENTIONS,346,MC,Document,__Entity__,346,469
1191,3,MENTIONS,346,2007,Document,__Entity__,346,470
1192,3,MENTIONS,346,2012,Document,__Entity__,346,471
1193,3,MENTIONS,346,2003,Document,__Entity__,346,472
1194,3,MENTIONS,346,Ligne 14,Document,__Entity__,346,473
1195,3,MENTIONS,346,2009,Document,__Entity__,346,474
1219,3,MENTIONS,367,Rue du Commerce,Document,__Entity__,367,164
1220,3,MENTIONS,367,Rue de la Gare,Document,__Entity__,367,171
1221,3,MENTIONS,367,travaux,Document,__Entity__,367,211
1222,3,MENTIONS,367,Coupure d’eau,Document,__Entity__,367,368
1223,3,MENTIONS,367,PAV,Document,__Entity__,367,369
1224,3,MENTIONS,367,Rue du Mont-Blanc,Document,__Entity__,367,370
1225,3,MENTIONS,367,Avenue Ferry,Document,__Entity__,367,371
1226,3,MENTIONS,367,Rue des Voirons,Document,__Entity__,367,372
1227,3,MENTIONS,367,Coupures d’électricité,Document,__Entity__,367,373
1228,3,MENTIONS,367,Coupures de gaz,Document,__Entity__,367,374
1229,3,MENTIONS,367,Avenue Pasteur,Document,__Entity__,367,375
1243,3,MENTIONS,376,Rue des Vétérans,Document,__Entity__,376,154
1244,3,MENTIONS,376,Coupure d’eau,Document,__Entity__,376,368
1245,3,MENTIONS,376,Rue des Voirons,Document,__Entity__,376,372
1246,3,MENTIONS,376,Coupures de gaz,Document,__Entity__,376,374
1247,3,MENTIONS,376,1er juillet,Document,__Entity__,376,377
1248,3,MENTIONS,376,Rue Madame Fleutet,Document,__Entity__,376,378
1249,3,MENTIONS,376,Intervention sur les bornes d’accès,Document,__Entity__,376,379
1250,3,MENTIONS,376,Végétaliser une partie de la place,Document,__Entity__,376,380
1251,3,MENTIONS,376,Accès bornes,Document,__Entity__,376,381
1252,3,MENTIONS,376,Plantation des arbres,Document,__Entity__,376,382
1253,3,MENTIONS,376,Impasse du Faucigny,Document,__Entity__,376,383
1254,3,MENTIONS,376,Pose du mobilier urbain,Document,__Entity__,376,384
1255,3,MENTIONS,376,Rue du Faucigny,Document,__Entity__,376,385
1256,3,MENTIONS,376,11h,Document,__Entity__,376,386
1257,3,MENTIONS,376,Place Jean-Jacques Rousseau,Document,__Entity__,376,387
1258,3,MENTIONS,376,7h,Document,__Entity__,376,388
1259,3,MENTIONS,376,22 juillet,Document,__Entity__,376,389
1260,3,MENTIONS,376,Automne,Document,__Entity__,376,390
1261,3,MENTIONS,376,8 juillet,Document,__Entity__,376,391
1262,3,MENTIONS,376,Accès des riverains,Document,__Entity__,376,392
1263,3,MENTIONS,376,Accès riverains modifié,Document,__Entity__,376,393
1264,3,MENTIONS,376,9 juillet,Document,__Entity__,376,394
1265,3,MENTIONS,376,Rue des Platanes,Document,__Entity__,376,395
1266,3,MENTIONS,376,19 juillet,Document,__Entity__,376,396
1267,3,MENTIONS,376,Mairie,Document,__Entity__,376,747
1288,3,MENTIONS,400,Annemasse Agglo,Document,__Entity__,400,207
1289,3,MENTIONS,400,coupure d'eau,Document,__Entity__,400,401
1290,3,MENTIONS,400,fermeture à la circulation,Document,__Entity__,400,402
1291,3,MENTIONS,400,Rue Aristide Briand,Document,__Entity__,400,403
1292,3,MENTIONS,400,rue du Chablais,Document,__Entity__,400,404
1293,3,MENTIONS,400,rue Adolphe Magnin,Document,__Entity__,400,405
1294,3,MENTIONS,400,abonnés,Document,__Entity__,400,406
1295,3,MENTIONS,400,service d'eau,Document,__Entity__,400,407
1296,3,MENTIONS,400,rue du Mont-Blanc,Document,__Entity__,400,408
1304,3,MENTIONS,410,Avenue Jules Ferry,Document,__Entity__,410,149
1305,3,MENTIONS,410,Rue René Blanc,Document,__Entity__,410,153
1306,3,MENTIONS,410,Rue des Vétérans,Document,__Entity__,410,154
1307,3,MENTIONS,410,Rue de la Gare,Document,__Entity__,410,171
1308,3,MENTIONS,410,Coupure d’eau,Document,__Entity__,410,368
1309,3,MENTIONS,410,Rue du Faucigny,Document,__Entity__,410,385
1310,3,MENTIONS,410,Accès rue des Vétérans,Document,__Entity__,410,411
1311,3,MENTIONS,410,Riverains,Document,__Entity__,410,412
1312,3,MENTIONS,410,Travaux de piétonnisation,Document,__Entity__,410,413
1313,3,MENTIONS,410,Travaux de dévoiement des réseaux humides,Document,__Entity__,410,414
1314,3,MENTIONS,410,Rue du stade Albert Baud,Document,__Entity__,410,415
1315,3,MENTIONS,410,Mardi,Document,__Entity__,410,416
1316,3,MENTIONS,410,17 juin 2024,Document,__Entity__,410,417
1317,3,MENTIONS,410,Service d’eau d’Annemasse Agglo,Document,__Entity__,410,418
1318,3,MENTIONS,410,28 mai 2024,Document,__Entity__,410,419
1319,3,MENTIONS,410,Ville d’Annemasse,Document,__Entity__,410,420
1329,3,MENTIONS,423,Travaux,Document,__Entity__,423,76
1330,3,MENTIONS,423,rue Paul Bert,Document,__Entity__,423,195
1331,3,MENTIONS,423,avenue Pasteur,Document,__Entity__,423,224
1332,3,MENTIONS,423,Coupure d’eau,Document,__Entity__,423,368
1333,3,MENTIONS,423,travaux de dévoiement du réseau d’eau potable rue de Romagny et route des Vallées,Document,__Entity__,423,424
1334,3,MENTIONS,423,3 semaines,Document,__Entity__,423,425
1335,3,MENTIONS,423,rue des Voirons,Document,__Entity__,423,426
1336,3,MENTIONS,423,service Eau et Assainissement d’Annemasse Agglo,Document,__Entity__,423,427
1337,3,MENTIONS,423,rue de la Gare,Document,__Entity__,423,428
1338,3,MENTIONS,423,boulangerie Etienne,Document,__Entity__,423,429
1339,3,MENTIONS,423,1 mois,Document,__Entity__,423,430
1340,3,MENTIONS,423,place Deffaugt,Document,__Entity__,423,431
1341,3,MENTIONS,423,13 mai,Document,__Entity__,423,432
1342,3,MENTIONS,423,raccorder de nouveaux abonnés,Document,__Entity__,423,433
1343,3,MENTIONS,423,Coupures d’eau,Document,__Entity__,423,434
1344,3,MENTIONS,423,étendre le réseau de chaleur urbain,Document,__Entity__,423,435
1345,3,MENTIONS,423,travaux de dévoiement du réseau d’eau potable avenue Pasteur,Document,__Entity__,423,436
1360,3,MENTIONS,439,rue du Commerce,Document,__Entity__,439,351
1361,3,MENTIONS,439,06/03,Document,__Entity__,439,440
1362,3,MENTIONS,439,rues René Blanc,Document,__Entity__,439,441
1363,3,MENTIONS,439,rue des Vétérans,Document,__Entity__,439,442
1364,3,MENTIONS,439,28/02,Document,__Entity__,439,443
1365,3,MENTIONS,439,Av. Henri Barbusse,Document,__Entity__,439,444
1366,3,MENTIONS,439,05/03,Document,__Entity__,439,445
1367,3,MENTIONS,439,11/03,Document,__Entity__,439,446
1368,3,MENTIONS,439,rue des Tournelles,Document,__Entity__,439,447
1369,3,MENTIONS,439,rue des Platanes,Document,__Entity__,439,448
1370,3,MENTIONS,439,29/02,Document,__Entity__,439,449
1371,3,MENTIONS,439,12/03,Document,__Entity__,439,450
1372,3,MENTIONS,439,rues Paul Bert,Document,__Entity__,439,451
1373,3,MENTIONS,439,2024,Document,__Entity__,439,452
1392,3,MENTIONS,453,Tram,Document,__Entity__,453,152
1393,3,MENTIONS,453,Coupures d’eau rue Mme Fleutet,Document,__Entity__,453,454
1394,3,MENTIONS,453,Modification de circulation du rond-point de l’Etoile,Document,__Entity__,453,455
1395,3,MENTIONS,453,Coupures d’eau rue des Tournelles,Document,__Entity__,453,456
1396,3,MENTIONS,453,Stationnements,Document,__Entity__,453,457
1397,3,MENTIONS,453,Bassin de rétention rue des Tournelles,Document,__Entity__,453,458
1398,3,MENTIONS,453,Coupures d’eau rue du Faucigny,Document,__Entity__,453,459
1399,3,MENTIONS,453,Fluidification de la circulation vers Alsace-Lorraine,Document,__Entity__,453,460
1400,3,MENTIONS,453,Avenue de la Gare et rue du Môle en double sens,Document,__Entity__,453,461
1401,3,MENTIONS,463,avenue Pasteur,Document,__Entity__,463,224
1402,3,MENTIONS,463,rue du Commerce,Document,__Entity__,463,351
1403,3,MENTIONS,463,service Eau et Assainissement d’Annemasse Agglo,Document,__Entity__,463,427
1404,3,MENTIONS,463,rue de la Gare,Document,__Entity__,463,428
1405,3,MENTIONS,463,rue des Vétérans,Document,__Entity__,463,442
1406,3,MENTIONS,463,week-end,Document,__Entity__,463,464
1407,3,MENTIONS,463,de 8h30 à 15h,Document,__Entity__,463,465
1408,3,MENTIONS,463,parking place des marchés,Document,__Entity__,463,466
1409,3,MENTIONS,463,mercredi 21 février 2024,Document,__Entity__,463,467
1410,3,MENTIONS,463,de 7h30 à 18h,Document,__Entity__,463,468
1411,3,MENTIONS,463,parking privatif,Document,__Entity__,463,755
1412,3,MENTIONS,463,tout au long de la plage payante,Document,__Entity__,463,756
1413,3,MENTIONS,463,place Jean-Jacques Rousseau,Document,__Entity__,463,757
1414,3,MENTIONS,463,04 50 87 62 73,Document,__Entity__,463,758
1415,3,MENTIONS,463,plateforme de la future fontaine,Document,__Entity__,463,759
1416,3,MENTIONS,463,du 15 au 22 février 2024,Document,__Entity__,463,760
1417,3,MENTIONS,463,lundi 19 février 2024,Document,__Entity__,463,761
1418,3,MENTIONS,463,du n°9 au n°24,Document,__Entity__,463,762
1419,3,MENTIONS,463,parking Libération,Document,__Entity__,463,763
1420,3,MENTIONS,463,société SAGS,Document,__Entity__,463,764
1421,3,MENTIONS,463,effectue une coupure d’eau pour les tests préalables et le raccordement de la conduite principale,Document,__Entity__,463,765
1422,3,MENTIONS,463,avant jeudi 15 février 7h30,Document,__Entity__,463,766
1423,3,MENTIONS,463,après 18h,Document,__Entity__,463,767
1424,3,MENTIONS,463,le week-end,Document,__Entity__,463,768
1425,3,MENTIONS,463,cadre des travaux de piétonnisation,Document,__Entity__,463,769
1426,3,MENTIONS,463,jusqu’à la réouverture de la circulation dans la rue des Vétérans,Document,__Entity__,463,770
1454,3,MENTIONS,475,"Confignon, croisée",Document,__Entity__,475,248
1455,3,MENTIONS,475,"Bernex, Vailly",Document,__Entity__,475,263
1456,3,MENTIONS,475,"Bernex, P+R",Document,__Entity__,475,278
1457,3,MENTIONS,475,Vailly,Document,__Entity__,475,310
1458,3,MENTIONS,475,Bernex,Document,__Entity__,475,326
1459,3,MENTIONS,475,ligne 14,Document,__Entity__,475,332
1460,3,MENTIONS,475,difficultés financières,Document,__Entity__,475,476
1461,3,MENTIONS,475,100 millions de francs suisses,Document,__Entity__,475,477
1462,3,MENTIONS,475,forte opposition,Document,__Entity__,475,478
1463,3,MENTIONS,475,1 600 logements,Document,__Entity__,475,479
1464,3,MENTIONS,475,pandémie de Covid-19,Document,__Entity__,475,480
1465,3,MENTIONS,481,Genève,Document,__Entity__,481,236
1466,3,MENTIONS,481,Confignon,Document,__Entity__,481,292
1467,3,MENTIONS,481,Meyrin,Document,__Entity__,481,299
1468,3,MENTIONS,481,Vernier,Document,__Entity__,481,316
1469,3,MENTIONS,481,Onex,Document,__Entity__,481,319
1470,3,MENTIONS,481,Bernex,Document,__Entity__,481,326
1471,3,MENTIONS,481,quai de la Poste,Document,__Entity__,481,338
1472,3,MENTIONS,481,La phase d'essais du nouveau tronçon,Document,__Entity__,481,482
1473,3,MENTIONS,481,route de Lancy,Document,__Entity__,481,483
1474,3,MENTIONS,481,rue de Stand,Document,__Entity__,481,484
1475,3,MENTIONS,481,route de Chancy,Document,__Entity__,481,485
1476,3,MENTIONS,481,quai du Rhône,Document,__Entity__,481,486
1477,3,MENTIONS,481,place Bel-Air,Document,__Entity__,481,487
1478,3,MENTIONS,481,La ligne,Document,__Entity__,481,488
1479,3,MENTIONS,481,"15,1 km",Document,__Entity__,481,489
1480,3,MENTIONS,481,8 juin 2021,Document,__Entity__,481,490
1481,3,MENTIONS,481,4 juillet,Document,__Entity__,481,491
1482,3,MENTIONS,481,parc relais Vailly,Document,__Entity__,481,492
1483,3,MENTIONS,481,Lancy,Document,__Entity__,481,493
1484,3,MENTIONS,481,rue des Deux-Ponts,Document,__Entity__,481,494
1512,3,MENTIONS,495,Meyrin,Document,__Entity__,495,299
1513,3,MENTIONS,495,Vernier,Document,__Entity__,495,316
1514,3,MENTIONS,495,ligne 15,Document,__Entity__,495,342
1515,3,MENTIONS,495,place Bel-Air,Document,__Entity__,495,487
1516,3,MENTIONS,495,Ponts-de-l'Île,Document,__Entity__,495,496
1517,3,MENTIONS,495,rue Lect,Document,__Entity__,495,497
1518,3,MENTIONS,495,rue de la Servette,Document,__Entity__,495,498
1519,3,MENTIONS,495,avenue de Vaudagne,Document,__Entity__,495,499
1520,3,MENTIONS,495,rue de la Pépinière,Document,__Entity__,495,500
1521,3,MENTIONS,495,Jardin Alpin,Document,__Entity__,495,501
1522,3,MENTIONS,495,rues de Cornavin,Document,__Entity__,495,502
1523,3,MENTIONS,495,route de Meyrin,Document,__Entity__,495,503
1524,3,MENTIONS,495,rue De-Livron,Document,__Entity__,495,504
1525,3,MENTIONS,495,passage de Montbrillant,Document,__Entity__,495,505
1526,3,MENTIONS,495,rues de Coutance,Document,__Entity__,495,506
1527,3,MENTIONS,495,aéroport international de Genève,Document,__Entity__,495,507
1528,3,MENTIONS,495,quartier de la Gravière,Document,__Entity__,495,508
1529,3,MENTIONS,495,Rhône,Document,__Entity__,495,509
1530,3,MENTIONS,495,Ligne,Document,__Entity__,495,510
1531,3,MENTIONS,495,Basilique Notre-Dame,Document,__Entity__,495,511
1532,3,MENTIONS,495,place de Saint-Gervais,Document,__Entity__,495,512
1533,3,MENTIONS,495,ligne 18,Document,__Entity__,495,513
1534,3,MENTIONS,495,place des XXII-Cantons,Document,__Entity__,495,514
1535,3,MENTIONS,495,gare de Genève-Cornavin,Document,__Entity__,495,515
1566,3,MENTIONS,516,Genève,Document,__Entity__,516,236
1567,3,MENTIONS,516,Confignon,Document,__Entity__,516,292
1568,3,MENTIONS,516,Onex,Document,__Entity__,516,319
1569,3,MENTIONS,516,Bernex,Document,__Entity__,516,326
1570,3,MENTIONS,516,Lancy,Document,__Entity__,516,493
1571,3,MENTIONS,516,"46° 10′ 50″ N, 6° 05′ 40″ E 10 Confignon",Document,__Entity__,516,517
1572,3,MENTIONS,516,"46° 12′ 10″ N, 6° 07′ 59″ E 10 Genève",Document,__Entity__,516,518
1573,3,MENTIONS,516,"46° 12′ 17″ N, 6° 08′ 36″ E 10 Genève",Document,__Entity__,516,519
1574,3,MENTIONS,516,"46° 11′ 25″ N, 6° 07′ 09″ E 10 Lancy",Document,__Entity__,516,520
1575,3,MENTIONS,516,"46° 12′ 34″ N, 6° 08′ 20″ E 10 Genève",Document,__Entity__,516,521
1576,3,MENTIONS,516,"46° 10′ 43″ N, 6° 05′ 20″ E 10 Confignon",Document,__Entity__,516,522
1577,3,MENTIONS,516,"46° 11′ 00″ N, 6° 06′ 00″ E 10 Onex",Document,__Entity__,516,523
1578,3,MENTIONS,516,"46° 12′ 26″ N, 6° 08′ 32″ E 10 Genève",Document,__Entity__,516,524
1579,3,MENTIONS,516,"46° 11′ 37″ N, 6° 07′ 26″ E 10 Lancy",Document,__Entity__,516,525
1580,3,MENTIONS,516,"46° 12′ 41″ N, 6° 08′ 04″ E 10 Genève",Document,__Entity__,516,526
1581,3,MENTIONS,516,"46° 12′ 04″ N, 6° 07′ 48″ E 10 Genève",Document,__Entity__,516,527
1582,3,MENTIONS,516,"46° 10′ 42″ N, 6° 05′ 04″ E 10 Bernex",Document,__Entity__,516,528
1583,3,MENTIONS,516,"46° 12′ 48″ N, 6° 07′ 49″ E 10 Genève",Document,__Entity__,516,529
1584,3,MENTIONS,516,"46° 12′ 35″ N, 6° 08′ 31″ E 10 Genève",Document,__Entity__,516,530
1585,3,MENTIONS,516,42″ E 10 Bernex,Document,__Entity__,516,531
1586,3,MENTIONS,516,"46° 12′ 13″ N, 6° 08′ 26″ E 10 Genève",Document,__Entity__,516,532
1587,3,MENTIONS,516,"46° 11′ 10″ N, 6° 06′ 26″ E 10 Onex",Document,__Entity__,516,533
1588,3,MENTIONS,516,"46° 11′ 18″ N, 6° 06′ 50″ E 10 Lancy",Document,__Entity__,516,534
1607,3,MENTIONS,535,Genève,Document,__Entity__,535,236
1608,3,MENTIONS,535,Meyrin,Document,__Entity__,535,299
1609,3,MENTIONS,535,Gravière,Document,__Entity__,535,303
1610,3,MENTIONS,535,Vailly,Document,__Entity__,535,310
1611,3,MENTIONS,535,Vernier,Document,__Entity__,535,316
1612,3,MENTIONS,535,Bernex,Document,__Entity__,535,326
1613,3,MENTIONS,535,Ligne,Document,__Entity__,535,510
1614,3,MENTIONS,535,5 h 10 à 2 h 45,Document,__Entity__,535,536
1615,3,MENTIONS,535,Rames,Document,__Entity__,535,537
1616,3,MENTIONS,535,Tramways,Document,__Entity__,535,538
1617,3,MENTIONS,535,Tramway,Document,__Entity__,535,539
1618,3,MENTIONS,535,"46° 13′ 45″ N, 6° 04′ 57″ E",Document,__Entity__,535,540
1619,3,MENTIONS,535,"46° 13′ 20″ N, 6° 05′ 47″ E",Document,__Entity__,535,541
1620,3,MENTIONS,535,"46° 14′ 00″ N, 6° 04′ 39″ E",Document,__Entity__,535,542
1621,3,MENTIONS,535,Bus,Document,__Entity__,535,543
1622,3,MENTIONS,535,"46° 13′ 06″ N, 6° 06′ 40″ E",Document,__Entity__,535,544
1623,3,MENTIONS,535,Trolleybus,Document,__Entity__,535,545
1624,3,MENTIONS,535,"46° 13′ 33″ N, 6° 04′ 59″ E",Document,__Entity__,535,546
1625,3,MENTIONS,535,Stand,Document,__Entity__,535,547
1626,3,MENTIONS,535,"46° 12′ 55″ N, 6° 07′ 24″ E",Document,__Entity__,535,548
1627,3,MENTIONS,535,4 h 40 à 0 h 40,Document,__Entity__,535,549
1628,3,MENTIONS,535,"17,45 km/h",Document,__Entity__,535,550
1629,3,MENTIONS,535,5 h 10 à 1 h 15,Document,__Entity__,535,551
1630,3,MENTIONS,535,"46° 14′ 11″ N, 6° 04′ 54″ E",Document,__Entity__,535,552
1631,3,MENTIONS,535,Noctambus,Document,__Entity__,535,553
1632,3,MENTIONS,535,"46° 13′ 11″ N, 6° 06′ 21″ E",Document,__Entity__,535,554
1633,3,MENTIONS,535,50 minutes,Document,__Entity__,535,555
1634,3,MENTIONS,535,"46° 12′ 59″ N, 6° 07′ 05″ E",Document,__Entity__,535,556
1663,3,MENTIONS,557,Genève,Document,__Entity__,557,236
1664,3,MENTIONS,557,"Genève, gare Cornavin",Document,__Entity__,557,246
1665,3,MENTIONS,557,Confignon,Document,__Entity__,557,292
1666,3,MENTIONS,557,Onex,Document,__Entity__,557,319
1667,3,MENTIONS,557,Bernex,Document,__Entity__,557,326
1668,3,MENTIONS,557,Ligne 14,Document,__Entity__,557,473
1669,3,MENTIONS,557,2009,Document,__Entity__,557,474
1670,3,MENTIONS,557,Lancy,Document,__Entity__,557,493
1671,3,MENTIONS,557,Stand,Document,__Entity__,557,547
1672,3,MENTIONS,557,Art&tram,Document,__Entity__,557,558
1673,3,MENTIONS,557,"Genève, Bel-Air",Document,__Entity__,557,559
1674,3,MENTIONS,557,Stadler Tango,Document,__Entity__,557,560
1675,3,MENTIONS,557,Fonds cantonal d'art contemporain,Document,__Entity__,557,561
1676,3,MENTIONS,557,installation artistique,Document,__Entity__,557,562
1677,3,MENTIONS,557,Unireso,Document,__Entity__,557,563
1678,3,MENTIONS,557,rame de tram,Document,__Entity__,557,564
1679,3,MENTIONS,557,"21,516 millions de voyages",Document,__Entity__,557,565
1680,3,MENTIONS,557,Ligne 71-17,Document,__Entity__,557,566
1681,3,MENTIONS,557,collectif féminin « Les Indociles »,Document,__Entity__,557,567
1682,3,MENTIONS,557,exposition visuelle et sonore,Document,__Entity__,557,568
1683,3,MENTIONS,557,zone 10,Document,__Entity__,557,569
1684,3,MENTIONS,557,Service cantonal de la culture,Document,__Entity__,557,570
1685,3,MENTIONS,557,Bombardier Cityrunner,Document,__Entity__,557,571
1710,3,MENTIONS,573,Fondation des Parkings,Document,__Entity__,573,574
1711,3,MENTIONS,573,Ligne Longeray-Léaz - Bouveret,Document,__Entity__,573,575
1712,3,MENTIONS,573,Transports publics genevois (TPG),Document,__Entity__,573,576
1713,3,MENTIONS,573,Chemins de fer fédéraux suisses (CFF),Document,__Entity__,573,577
1714,3,MENTIONS,573,Société nationale des chemins de fer français (SNCF),Document,__Entity__,573,578
1715,3,MENTIONS,573,Ligne La Roche-sur-Foron - Saint-Gervais-les-Bains,Document,__Entity__,573,579
1716,3,MENTIONS,573,Unireso Léman Pass Lémanis,Document,__Entity__,573,580
,3,MENTIONS,573,Ligne Aix-les-Bains - Annemasse,Document,__Entity__,573,581
,3,MENTIONS,573,Ligne Châtelaine (bif) - frontière - Bellegarde,Document,__Entity__,573,582
,3,MENTIONS,573,esay,Document,__Entity__,573,583
,3,MENTIONS,573,Kiosques du tramway CEVA,Document,__Entity__,573,584
,3,MENTIONS,573,Dépôt de La Jonction,Document,__Entity__,573,585
,3,MENTIONS,586,Genève,Document,__Entity__,586,236
,3,MENTIONS,586,Nations,Document,__Entity__,586,271
,3,MENTIONS,586,Bachet-de-Pesay,Document,__Entity__,586,330
,3,MENTIONS,586,Carouge,Document,__Entity__,586,340
,3,MENTIONS,586,Gare Cornavin,Document,__Entity__,586,344
,3,MENTIONS,586,Lancy,Document,__Entity__,586,493
,3,MENTIONS,586,Stand,Document,__Entity__,586,547
,3,MENTIONS,586,Bombardier Cityrunner,Document,__Entity__,586,571
,3,MENTIONS,586,Tramway de Genève,Document,__Entity__,586,587
,3,MENTIONS,586,28 mai 1995,Document,__Entity__,586,588
,3,MENTIONS,586,Plainpalais,Document,__Entity__,586,589
,3,MENTIONS,586,Marché,Document,__Entity__,586,590
,3,MENTIONS,586,Ligne 13 du tramway de Genève,Document,__Entity__,586,591
,3,MENTIONS,586,De Staël,Document,__Entity__,586,592
,3,MENTIONS,586,Armes,Document,__Entity__,586,593
,3,MENTIONS,586,Palettes,Document,__Entity__,586,594
,3,MENTIONS,586,Augustins,Document,__Entity__,586,595
,3,MENTIONS,586,Pontets,Document,__Entity__,586,596
,3,MENTIONS,586,Sismondi,Document,__Entity__,586,597
,3,MENTIONS,586,Transports publics genevois,Document,__Entity__,586,598
,3,MENTIONS,586,Blanche,Document,__Entity__,586,599
,3,MENTIONS,586,Cirque,Document,__Entity__,586,600
,3,MENTIONS,586,Isaac-Mercier / Goulart,Document,__Entity__,586,601
,3,MENTIONS,586,13 décembre 2003,Document,__Entity__,586,602
,3,MENTIONS,586,Ligne 13,Document,__Entity__,586,603
,3,MENTIONS,586,Trèfle-Blanc,Document,__Entity__,586,604
,3,MENTIONS,586,Ligne 11,Document,__Entity__,586,605
,3,MENTIONS,586,Ancienne Carouge,Document,__Entity__,586,606
,3,MENTIONS,586,Duewag-Vevey DAV,Document,__Entity__,586,607
,3,MENTIONS,586,Butini,Document,__Entity__,586,608
,3,MENTIONS,586,Pont-d'Arve,Document,__Entity__,586,609
,3,MENTIONS,586,11 décembre 2011,Document,__Entity__,586,610
,3,MENTIONS,586,Môle,Document,__Entity__,586,611
,3,MENTIONS,612,Genève,Document,__Entity__,612,236
,3,MENTIONS,612,Nations,Document,__Entity__,612,271
,3,MENTIONS,612,Ligne 12,Document,__Entity__,612,295
,3,MENTIONS,612,Bachet-de-Pesay,Document,__Entity__,612,330
,3,MENTIONS,612,Carouge,Document,__Entity__,612,340
,3,MENTIONS,612,Gare Cornavin,Document,__Entity__,612,344
,3,MENTIONS,612,Lancy,Document,__Entity__,612,493
,3,MENTIONS,612,28 mai 1995,Document,__Entity__,612,588
,3,MENTIONS,612,Plainpalais,Document,__Entity__,612,589
,3,MENTIONS,612,De Staël,Document,__Entity__,612,592
,3,MENTIONS,612,Palettes,Document,__Entity__,612,594
,3,MENTIONS,612,Augustins,Document,__Entity__,612,595
,3,MENTIONS,612,Ligne 13,Document,__Entity__,612,603
,3,MENTIONS,612,Trèfle-Blanc,Document,__Entity__,612,604
,3,MENTIONS,612,Duewag-Vevey DAV,Document,__Entity__,612,607
,3,MENTIONS,612,Pont-d'Arve,Document,__Entity__,612,609
,3,MENTIONS,612,Services partiels,Document,__Entity__,612,613
,3,MENTIONS,612,Indice,Document,__Entity__,612,614
,3,MENTIONS,612,Be 4/8,Document,__Entity__,612,615
,3,MENTIONS,612,Ligne D,Document,__Entity__,612,616
,3,MENTIONS,612,27 mai 1995,Document,__Entity__,612,617
,3,MENTIONS,612,Gare,Document,__Entity__,612,618
,3,MENTIONS,612,TPG,Document,__Entity__,612,619
,3,MENTIONS,612,Blanche Armes,Document,__Entity__,612,620
,3,MENTIONS,612,Be 4/6,Document,__Entity__,612,621
,3,MENTIONS,612,Tramway Genève-Saint-Julien-en-Genevois,Document,__Entity__,612,622
,3,MENTIONS,612,Marché Ancienne,Document,__Entity__,612,623
,3,MENTIONS,624,ligne 18,Document,__Entity__,624,513
,3,MENTIONS,624,ligne 13,Document,__Entity__,624,625
,3,MENTIONS,624,Rondeau de Carouge,Document,__Entity__,624,626
,3,MENTIONS,624,lignes 12 entre Plainpalais et Palettes et 15 entre Plainpalais et Nations,Document,__Entity__,624,627
,3,MENTIONS,630,Genève,Document,__Entity__,630,236
,3,MENTIONS,630,Dépôt En Chardon,Document,__Entity__,630,250
,3,MENTIONS,630,Annemasse,Document,__Entity__,630,258
,3,MENTIONS,630,Lyon,Document,__Entity__,630,323
,3,MENTIONS,630,Fondation des Parkings,Document,__Entity__,630,574
,3,MENTIONS,630,Dépôt de La Jonction,Document,__Entity__,630,585
,3,MENTIONS,630,TPG,Document,__Entity__,630,619
,3,MENTIONS,630,TAC,Document,__Entity__,630,631
,3,MENTIONS,630,Évian-les-Bains,Document,__Entity__,630,632
,3,MENTIONS,630,TER Auvergne-Rhône-Alpes Tramway,Document,__Entity__,630,633
,3,MENTIONS,630,SIBRA,Document,__Entity__,630,634
,3,MENTIONS,630,Mobi'Vals,Document,__Entity__,630,635
,3,MENTIONS,630,Auvergne-Rhône-Alpes,Document,__Entity__,630,636
,3,MENTIONS,630,Star't,Document,__Entity__,630,637
,3,MENTIONS,630,Suisse,Document,__Entity__,630,638
,3,MENTIONS,630,Lémanis,Document,__Entity__,630,639
,3,MENTIONS,630,ÉVA'D,Document,__Entity__,630,640
,3,MENTIONS,630,Ligne Châtelaine,Document,__Entity__,630,641
,3,MENTIONS,630,Haute-Savoie,Document,__Entity__,630,642
,3,MENTIONS,630,Saint-Gervais-les-Bains,Document,__Entity__,630,643
,3,MENTIONS,630,Nyon,Document,__Entity__,630,644
,3,MENTIONS,630,Mouettes genevoises,Document,__Entity__,630,645
