triplesID,relationID,Type,Start_entity,End_entity,start_entity_Labels,end_entity_Labels,start_entity_id,end_entity_id
616,103,CONNECTED_BY_LINE_12,Genève,Place de Neuve,__Entity__,__Entity__,236,1188
617,103,CONNECTED_BY_LINE_12,Genève,Ancienne,__Entity__,__Entity__,236,1196
618,103,CONNECTED_BY_LINE_12,Genève,Pailly,__Entity__,__Entity__,236,1201
619,104,CONNECT_BY,Genève,liaison à haut niveau de service,__Entity__,__Entity__,236,1441
620,56,PART_OF,Coutance,Ligne 15,__Entity__,__Entity__,237,296
621,4,SERVED_BY,Coutance,Le Rhône,__Entity__,__Entity__,237,297
622,94,ON_LINE,Coutance,Ligne 17,__Entity__,__Entity__,237,322
623,94,ON_LINE,"Genève, Jonction",Genève,__Entity__,__Entity__,238,236
624,94,ON_LINE,"Genève, Jonction","Grand-Lancy, Palettes",__Entity__,__Entity__,238,249
625,94,ON_LINE,"Genève, Jonction","Genève, Palladium",__Entity__,__Entity__,238,273
626,94,ON_LINE,"Genève, Jonction",L'Arve,__Entity__,__Entity__,238,280
627,56,PART_OF,Parc Montessuit,Ligne 15,__Entity__,__Entity__,239,296
628,4,SERVED_BY,Parc Montessuit,Le Rhône,__Entity__,__Entity__,239,297
629,94,ON_LINE,Parc Montessuit,Ligne 12,__Entity__,__Entity__,239,295
630,105,TERMINUS_OF,Parc Montessuit,Tramway line 17,__Entity__,__Entity__,239,1094
631,106,HAS_INFRASTRUCTURE_PROJECT,Parc Montessuit,Planche d’essai,__Entity__,__Entity__,239,1268
632,2,LOCATED_IN,Lancy-Pont-Rouge,Geneva,__Entity__,__Entity__,241,745
633,59,HAS_CHARACTERISTIC,Lancy-Pont-Rouge,590,__Entity__,__Entity__,241,1556
634,59,HAS_CHARACTERISTIC,Lancy-Pont-Rouge,1200,__Entity__,__Entity__,241,1558
635,107,HAS_FEATURE,Lancy-Pont-Rouge,Gare de Lancy-Pont-Rouge,__Entity__,__Entity__,241,718
636,107,HAS_FEATURE,Lancy-Pont-Rouge,Pont de Lancy,__Entity__,__Entity__,241,1295
637,107,HAS_FEATURE,Lancy-Pont-Rouge,P+R de l’Étoile,__Entity__,__Entity__,241,1641
638,107,HAS_FEATURE,Lancy-Pont-Rouge,Avenue de la Praille,__Entity__,__Entity__,241,1644
639,107,HAS_FEATURE,Lancy-Pont-Rouge,Promenade des Crêtes,__Entity__,__Entity__,241,1648
640,107,HAS_FEATURE,Lancy-Pont-Rouge,Passage sous la route du Grand-Lancy,__Entity__,__Entity__,241,1651
641,107,HAS_FEATURE,Lancy-Pont-Rouge,Interface de Lancy-Pont-Rouge,__Entity__,__Entity__,241,1656
642,57,HAS_LINE,Lancy-Pont-Rouge,Ligne 17,__Entity__,__Entity__,241,322
643,57,HAS_LINE,Lancy-Pont-Rouge,Ligne D,__Entity__,__Entity__,241,616
644,57,HAS_LINE,Lancy-Pont-Rouge,Ligne K,__Entity__,__Entity__,241,1645
645,57,HAS_LINE,Lancy-Pont-Rouge,Ligne 43,__Entity__,__Entity__,241,1647
646,57,HAS_LINE,Lancy-Pont-Rouge,Ligne J,__Entity__,__Entity__,241,1652
647,4,SERVED_BY,Lancy-Pont-Rouge,Lignes 15 et 17,__Entity__,__Entity__,241,1185
648,94,ON_LINE,Lancy-Pont-Rouge,Ligne 15,__Entity__,__Entity__,241,296
649,105,TERMINUS_OF,Lancy-Pont-Rouge,Tramway line 17,__Entity__,__Entity__,241,1094
650,12,LOCATED_ON,Lancy-Pont-Rouge,Route des Jeunes,__Entity__,__Entity__,241,741
651,98,HAS_PLACE,Lancy-Pont-Rouge,gare,__Entity__,__Entity__,241,269
652,98,HAS_PLACE,Lancy-Pont-Rouge,gare/Étoile,__Entity__,__Entity__,241,887
653,99,HAS_BORDOR,Lancy-Pont-Rouge,gare/Étoile Route des Jeunes,__Entity__,__Entity__,241,898
654,99,HAS_BORDOR,Lancy-Pont-Rouge,gare Terminus de la ligne 17,__Entity__,__Entity__,241,900
655,108,HAS_CONNECTION_WITH,Lancy-Pont-Rouge,Route des Jeunes,__Entity__,__Entity__,241,741
656,56,PART_OF,"Genève, Poterie",Ligne 15,__Entity__,__Entity__,242,296
657,56,PART_OF,Avenue du Pailly,Ligne 15,__Entity__,__Entity__,243,296
658,94,ON_LINE,Avenue du Pailly,Ligne 15,__Entity__,__Entity__,243,296
659,109,HAS_NEW,Avenue du Pailly,accompagnement,__Entity__,__Entity__,243,1289
660,56,PART_OF,"Vernier, Blandonnet",Ligne 15,__Entity__,__Entity__,244,296
661,96,HAS_RELATION_WITH,"Meyrin, CERN",Palettes,__Entity__,__Entity__,245,594
662,108,HAS_CONNECTION_WITH,"Meyrin, CERN",Lancy-Pont-Rouge,__Entity__,__Entity__,245,241
663,56,PART_OF,"Genève, gare Cornavin",Genève,__Entity__,__Entity__,246,236
664,56,PART_OF,"Genève, gare Cornavin",Ligne 15,__Entity__,__Entity__,246,296
665,56,PART_OF,Centre commercial Balexert,Ligne 15,__Entity__,__Entity__,247,296
666,4,SERVED_BY,Centre commercial Balexert,Avenue du Pailly,__Entity__,__Entity__,247,243
667,94,ON_LINE,"Confignon, croisée","Confignon, La Dode",__Entity__,__Entity__,248,277
668,2,LOCATED_IN,"Grand-Lancy, Palettes",Grand-Lancy,__Entity__,__Entity__,249,313
669,44,CONNECTED_TO,"Grand-Lancy, Palettes","Genève, Augustins",__Entity__,__Entity__,249,37
670,44,CONNECTED_TO,"Grand-Lancy, Palettes","Meyrin, CERN",__Entity__,__Entity__,249,245
671,96,HAS_RELATION_WITH,"Grand-Lancy, Palettes",Plainpalais,__Entity__,__Entity__,249,589
672,108,HAS_CONNECTION_WITH,"Grand-Lancy, Palettes",Lancy-Pont-Rouge,__Entity__,__Entity__,249,241
673,110,HAS_COORDINATES,"Grand-Lancy, Palettes","46° 10′ 26″ N, 6° 07′ 46″ E",__Entity__,__Entity__,249,914
674,111,HAS_ZONE,"Grand-Lancy, Palettes",10,__Entity__,__Entity__,249,917
675,56,PART_OF,Dépôt En Chardon,Ligne 15,__Entity__,__Entity__,250,296
676,56,PART_OF,Dépôt En Chardon,Kiosques du tramway,__Entity__,__Entity__,250,1036
677,2,LOCATED_IN,Dépôt En Chardon,Genève,__Entity__,__Entity__,250,236
678,94,ON_LINE,Dépôt En Chardon,Ligne 15,__Entity__,__Entity__,250,296
679,4,SERVED_BY,Genève-Aéroport/Lausanne,Ligne Lausanne – Genève,__Entity__,__Entity__,251,877
680,56,PART_OF,Moillesulaz,Ligne 15,__Entity__,__Entity__,252,296
681,4,SERVED_BY,Moillesulaz,Lignes 12 et 17,__Entity__,__Entity__,252,1186
682,94,ON_LINE,Moillesulaz,Ligne 12,__Entity__,__Entity__,252,295
683,56,PART_OF,"Genève, Vieusseux",Ligne 15,__Entity__,__Entity__,257,296
684,56,PART_OF,Annemasse,Ligne 15,__Entity__,__Entity__,258,296
685,56,PART_OF,Annemasse,"Lignes 12, 17 et 18",__Entity__,__Entity__,258,742
686,2,LOCATED_IN,Annemasse,Genève,__Entity__,__Entity__,258,236
687,2,LOCATED_IN,Annemasse,France,__Entity__,__Entity__,258,654
688,4,SERVED_BY,Annemasse,Lignes 12 et 17,__Entity__,__Entity__,258,1186
689,112,HAS_TRANSPORT,Annemasse,TAC,__Entity__,__Entity__,258,631
690,112,HAS_TRANSPORT,Annemasse,Mobi'Vals,__Entity__,__Entity__,258,635
691,113,HAS_TRANSPORT_LINE,Annemasse,Ligne 15,__Entity__,__Entity__,258,296
692,113,HAS_TRANSPORT_LINE,Annemasse,Ligne D,__Entity__,__Entity__,258,616
693,113,HAS_TRANSPORT_LINE,Annemasse,Ligne 43,__Entity__,__Entity__,258,1647
694,113,HAS_TRANSPORT_LINE,Annemasse,Ligne 21,__Entity__,__Entity__,258,1670
695,94,ON_LINE,Annemasse,Ligne 12,__Entity__,__Entity__,258,295
696,114,SERVICED_BY,Annemasse,tram franco-genevois,__Entity__,__Entity__,258,1114
697,68,HAS_EVENT,Annemasse,travaux de réaménagement,__Entity__,__Entity__,258,1263
698,115,HAS_TRANSPORT_MEASURE,Annemasse,Création de la ligne Y : Avusy – Soral,__Entity__,__Entity__,258,1658
699,115,HAS_TRANSPORT_MEASURE,Annemasse,Projet CFF d’aménagement d’un « Hub mobilité » incluant un P+R de 200 places,__Entity__,__Entity__,258,1663
700,115,HAS_TRANSPORT_MEASURE,Annemasse,Parking couvert de 36 places vélos dans le cadre du projet d’aménagement de la gare,__Entity__,__Entity__,258,1671
701,56,PART_OF,Gare de Genève-Cornavin,Ligne 15,__Entity__,__Entity__,260,296
702,56,PART_OF,Gare de Genève-Cornavin,Ligne Lausanne – Genève,__Entity__,__Entity__,260,877
703,2,LOCATED_IN,Gare de Genève-Cornavin,Geneva,__Entity__,__Entity__,260,745
704,4,SERVED_BY,Gare de Genève-Cornavin,Ligne Lausanne – Genève,__Entity__,__Entity__,260,877
705,94,ON_LINE,Gare de Genève-Cornavin,"Genève, Poterie",__Entity__,__Entity__,260,242
706,94,ON_LINE,Gare de Genève-Cornavin,Avenue du Pailly,__Entity__,__Entity__,260,243
707,94,ON_LINE,Gare de Genève-Cornavin,"Vernier, Blandonnet",__Entity__,__Entity__,260,244
708,94,ON_LINE,Gare de Genève-Cornavin,"Meyrin, CERN",__Entity__,__Entity__,260,245
709,94,ON_LINE,Gare de Genève-Cornavin,"Genève, gare Cornavin",__Entity__,__Entity__,260,246
710,94,ON_LINE,Gare de Genève-Cornavin,Centre commercial Balexert,__Entity__,__Entity__,260,247
711,94,ON_LINE,Gare de Genève-Cornavin,Dépôt En Chardon,__Entity__,__Entity__,260,250
712,94,ON_LINE,Gare de Genève-Cornavin,Genève-Aéroport/Lausanne,__Entity__,__Entity__,260,251
713,94,ON_LINE,Gare de Genève-Cornavin,Axe de la piste 04/22 de l'aéroport international de Genève,__Entity__,__Entity__,260,255
714,94,ON_LINE,Gare de Genève-Cornavin,"Meyrin, Forumeyrin",__Entity__,__Entity__,260,256
715,94,ON_LINE,Gare de Genève-Cornavin,"Genève, Vieusseux",__Entity__,__Entity__,260,257
716,94,ON_LINE,Gare de Genève-Cornavin,"Vernier, Bouchet",__Entity__,__Entity__,260,259
717,94,ON_LINE,Gare de Genève-Cornavin,"Meyrin, Gravière",__Entity__,__Entity__,260,264
718,94,ON_LINE,Gare de Genève-Cornavin,Route de Pré-Bois,__Entity__,__Entity__,260,265
719,94,ON_LINE,Gare de Genève-Cornavin,"Meyrin, Vaudagne",__Entity__,__Entity__,260,267
720,94,ON_LINE,Gare de Genève-Cornavin,"Meyrin, Jardin-Alpin-Vivarium",__Entity__,__Entity__,260,268
721,94,ON_LINE,Gare de Genève-Cornavin,"Vernier, Balexert",__Entity__,__Entity__,260,276
722,94,ON_LINE,Gare de Genève-Cornavin,"Genève, Lyon",__Entity__,__Entity__,260,282
723,94,ON_LINE,Gare de Genève-Cornavin,"Vernier, Avanchet",__Entity__,__Entity__,260,283
724,94,ON_LINE,Gare de Genève-Cornavin,"Genève, Servette",__Entity__,__Entity__,260,285
725,54,HAS_CONNECTION,Gare de Genève-Cornavin,Gare de Genève-Sécheron,__Entity__,__Entity__,260,732
726,98,HAS_PLACE,Gare de Genève-Cornavin,Point de rebroussement,__Entity__,__Entity__,260,863
727,108,HAS_CONNECTION_WITH,Gare de Genève-Cornavin,Lancy-Pont-Rouge,__Entity__,__Entity__,260,241
728,94,ON_LINE,CEVA/Jonction,Genève-La Praille,__Entity__,__Entity__,261,254
729,56,PART_OF,"Bernex, Vailly",Ligne 14,__Entity__,__Entity__,263,473
730,94,ON_LINE,"Bernex, Vailly","Bernex, Hainard",__Entity__,__Entity__,263,240
731,94,ON_LINE,"Bernex, Vailly","Bernex, Luchepelet",__Entity__,__Entity__,263,270
732,94,ON_LINE,"Bernex, Vailly","Bernex, Pré-Marais",__Entity__,__Entity__,263,274
733,94,ON_LINE,"Bernex, Vailly","Bernex, P+R",__Entity__,__Entity__,263,278
734,96,HAS_RELATION_WITH,"Bernex, Vailly","Meyrin, Gravière",__Entity__,__Entity__,263,264
735,96,HAS_RELATION_WITH,"Bernex, Vailly",Le Rhône,__Entity__,__Entity__,263,297
736,108,HAS_CONNECTION_WITH,"Bernex, Vailly",Lancy-Pont-Rouge,__Entity__,__Entity__,263,241
737,56,PART_OF,"Meyrin, Gravière",Ligne 15,__Entity__,__Entity__,264,296
738,44,CONNECTED_TO,"Meyrin, Gravière","Meyrin, CERN",__Entity__,__Entity__,264,245
739,96,HAS_RELATION_WITH,"Meyrin, Gravière","Meyrin, CERN",__Entity__,__Entity__,264,245
740,96,HAS_RELATION_WITH,"Meyrin, Gravière",Stand,__Entity__,__Entity__,264,547
741,108,HAS_CONNECTION_WITH,"Meyrin, Gravière",Lancy-Pont-Rouge,__Entity__,__Entity__,264,241
742,56,PART_OF,Route de Pré-Bois,Ligne 15,__Entity__,__Entity__,265,296
743,4,SERVED_BY,Route de Pré-Bois,Dépôt En Chardon,__Entity__,__Entity__,265,250
744,94,ON_LINE,Route de Pré-Bois,Ligne 15,__Entity__,__Entity__,265,296
745,94,ON_LINE,gare,Coutance,__Entity__,__Entity__,269,237
746,94,ON_LINE,gare,Parc Montessuit,__Entity__,__Entity__,269,239
747,94,ON_LINE,gare,Lancy-Pont-Rouge,__Entity__,__Entity__,269,241
748,94,ON_LINE,gare,"Grand-Lancy, Palettes",__Entity__,__Entity__,269,249
749,94,ON_LINE,gare,Moillesulaz,__Entity__,__Entity__,269,252
750,94,ON_LINE,gare,Annemasse,__Entity__,__Entity__,269,258
751,94,ON_LINE,gare,Nations,__Entity__,__Entity__,269,271
752,94,ON_LINE,gare,Bel-Air Le Rhône,__Entity__,__Entity__,269,272
753,94,ON_LINE,gare,L'Île Le Rhône,__Entity__,__Entity__,269,275
754,56,PART_OF,Nations,Ligne 15,__Entity__,__Entity__,271,296
755,2,LOCATED_IN,Nations,Geneva,__Entity__,__Entity__,271,745
756,44,CONNECTED_TO,Nations,Ligne 13,__Entity__,__Entity__,271,603
757,4,SERVED_BY,Nations,Ligne 15,__Entity__,__Entity__,271,296
758,93,HAS_ROUTE,Nations,Genève-Cornavin,__Entity__,__Entity__,271,289
759,54,HAS_CONNECTION,Nations,Ligne 13,__Entity__,__Entity__,271,603
760,108,HAS_CONNECTION_WITH,Nations,Lancy-Pont-Rouge,__Entity__,__Entity__,271,241
761,56,PART_OF,"Vernier, Balexert",Ligne 15,__Entity__,__Entity__,276,296
762,94,ON_LINE,"Onex, Salle communale","Onex, Bandol",__Entity__,__Entity__,279,262
763,56,PART_OF,L'Arve,rebroussement Genève,__Entity__,__Entity__,280,1081
764,2,LOCATED_IN,L'Arve,Geneva,__Entity__,__Entity__,280,745
765,96,HAS_RELATION_WITH,L'Arve,Uni-Mail,__Entity__,__Entity__,280,707
766,98,HAS_PLACE,L'Arve,Genève,__Entity__,__Entity__,280,236
767,108,HAS_CONNECTION_WITH,L'Arve,Lancy-Pont-Rouge,__Entity__,__Entity__,280,241
768,56,PART_OF,"Genève, Lyon",Ligne 15,__Entity__,__Entity__,282,296
769,56,PART_OF,"Vernier, Avanchet",Ligne 15,__Entity__,__Entity__,283,296
770,94,ON_LINE,"Petit-Lancy, Les Esserts","Petit-Lancy, Quidort",__Entity__,__Entity__,284,253
771,94,ON_LINE,"Petit-Lancy, Les Esserts","Petit-Lancy, place",__Entity__,__Entity__,284,266
772,94,ON_LINE,"Petit-Lancy, Les Esserts",Route du Pont-Butin,__Entity__,__Entity__,284,281
773,56,PART_OF,"Genève, Servette",Ligne 15,__Entity__,__Entity__,285,296
823,94,ON_LINE,Cornavin,Ligne 15,__Entity__,__Entity__,287,296
824,109,HAS_NEW,Cornavin,liaison,__Entity__,__Entity__,287,1315
825,2,LOCATED_IN,CERN,Meyrin,__Entity__,__Entity__,288,299
826,89,HAS_END_DATE,CERN,2012,__Entity__,__Entity__,288,471
827,94,ON_LINE,CERN,Ligne 18,__Entity__,__Entity__,288,302
828,94,ON_LINE,Genève-Cornavin,Ligne 15,__Entity__,__Entity__,289,296
829,56,PART_OF,Axe de la piste 04/22,Ligne 15,__Entity__,__Entity__,290,296
830,4,SERVED_BY,Axe de la piste 04/22,aéroport international de Genève,__Entity__,__Entity__,290,507
831,94,ON_LINE,Axe de la piste 04/22,Ligne 15,__Entity__,__Entity__,290,296
832,94,ON_LINE,P+R,Ligne 18,__Entity__,__Entity__,291,302
833,116,ACCELERATE,P+R,réalisation,__Entity__,__Entity__,291,1442
834,94,ON_LINE,Confignon,Ligne 18,__Entity__,__Entity__,292,302
835,45,SHARED_BY,Confignon,Lancy,__Entity__,__Entity__,292,493
836,45,SHARED_BY,Confignon,Plan-les-Ouates,__Entity__,__Entity__,292,679
837,94,ON_LINE,Forumeyrin,Ligne 18,__Entity__,__Entity__,293,302
838,56,PART_OF,Thônex,Ligne 15,__Entity__,__Entity__,294,296
839,56,PART_OF,Thônex,"Lignes 12, 17 et 18",__Entity__,__Entity__,294,742
840,4,SERVED_BY,Thônex,Lignes 12 et 17,__Entity__,__Entity__,294,1186
841,94,ON_LINE,Thônex,Ligne 12,__Entity__,__Entity__,294,295
842,117,CONNECTED_BY_LINE_17,Thônex,Genève,__Entity__,__Entity__,294,236
843,117,CONNECTED_BY_LINE_17,Thônex,Parc Montessuit,__Entity__,__Entity__,294,239
844,117,CONNECTED_BY_LINE_17,Thônex,Moillesulaz,__Entity__,__Entity__,294,252
845,117,CONNECTED_BY_LINE_17,Thônex,Annemasse,__Entity__,__Entity__,294,258
846,56,PART_OF,Ligne 12,TPG,__Entity__,__Entity__,295,619
847,56,PART_OF,Ligne 12,Léman Express,__Entity__,__Entity__,295,1162
848,2,LOCATED_IN,Ligne 12,Zone 10,__Entity__,__Entity__,295,928
849,2,LOCATED_IN,Ligne 12,Zone 210,__Entity__,__Entity__,295,1159
850,59,HAS_CHARACTERISTIC,Ligne 12,transfrontalier,__Entity__,__Entity__,295,1160
851,118,USED,Ligne 12,Ligne 13,__Entity__,__Entity__,295,603
852,119,HAS_STATISTIC,Ligne 12,"9,476 millions",__Entity__,__Entity__,295,1161
853,56,PART_OF,Ligne 15,Tramway de Genève,__Entity__,__Entity__,296,587
854,56,PART_OF,Ligne 15,TPG,__Entity__,__Entity__,296,619
855,56,PART_OF,Ligne 15,Léman Express,__Entity__,__Entity__,296,1162
856,11,LOCATED_AT,Ligne 15,Rue des Terreaux-du-Temple,__Entity__,__Entity__,296,1701
857,6,OPERATED_BY,Ligne 15,TPG,__Entity__,__Entity__,296,619
858,120,SERVES,Ligne 15,Genève,__Entity__,__Entity__,296,236
859,120,SERVES,Ligne 15,Lancy-Pont-Rouge,__Entity__,__Entity__,296,241
860,120,SERVES,Ligne 15,Carouge,__Entity__,__Entity__,296,340
861,120,SERVES,Ligne 15,Lancy,__Entity__,__Entity__,296,493
862,120,SERVES,Ligne 15,Plan-les-Ouates,__Entity__,__Entity__,296,679
863,120,SERVES,Ligne 15,Geneva,__Entity__,__Entity__,296,745
864,120,SERVES,Ligne 15,Mairie,__Entity__,__Entity__,296,747
865,120,SERVES,Ligne 15,Cimetière du Grand-Lancy,__Entity__,__Entity__,296,749
866,120,SERVES,Ligne 15,Hôpital cantonal,__Entity__,__Entity__,296,753
867,60,HAS_TERMINUS,Ligne 15,Nations,__Entity__,__Entity__,296,271
868,60,HAS_TERMINUS,Ligne 15,"Plan-les-Ouates, ZIPLO",__Entity__,__Entity__,296,674
869,60,HAS_TERMINUS,Ligne 15,Plan-les-Ouates,__Entity__,__Entity__,296,679
870,60,HAS_TERMINUS,Ligne 15,"Genève, Nations",__Entity__,__Entity__,296,689
871,60,HAS_TERMINUS,Ligne 15,ZIPLO,__Entity__,__Entity__,296,866
872,18,CONNECTS,Ligne 15,Nations,__Entity__,__Entity__,296,271
873,18,CONNECTS,Ligne 15,Palettes,__Entity__,__Entity__,296,594
874,18,CONNECTS,Ligne 15,Gare de Lancy-Pont-Rouge,__Entity__,__Entity__,296,718
875,18,CONNECTS,Ligne 15,Pont-Rouge,__Entity__,__Entity__,296,752
876,18,CONNECTS,Ligne 15,Plaine de Plainpalais,__Entity__,__Entity__,296,754
877,121,EXTENDS_TO,Ligne 15,Palettes,__Entity__,__Entity__,296,594
878,121,EXTENDS_TO,Ligne 15,Saint-Julien-en-Genevois,__Entity__,__Entity__,296,680
879,122,HAS_INFRASTRUCTURE,Ligne 15,Conduite,__Entity__,__Entity__,296,865
880,27,IS_PART_OF,Ligne 15,Unireso,__Entity__,__Entity__,296,563
881,54,HAS_CONNECTION,Ligne 15,Ligne 18,__Entity__,__Entity__,296,302
882,123,HAS_DEPOT,Ligne 15,Bachet-de-Pesay,__Entity__,__Entity__,296,330
883,123,HAS_DEPOT,Ligne 15,En Chardon,__Entity__,__Entity__,296,864
884,124,HAS_STOP,Ligne 15,"Grand-Lancy, Palettes",__Entity__,__Entity__,296,249
885,124,HAS_STOP,Ligne 15,"Perly, En Louche",__Entity__,__Entity__,296,670
886,124,HAS_STOP,Ligne 15,"Saint-Julien-en-Genevois, Mössingen",__Entity__,__Entity__,296,671
887,124,HAS_STOP,Ligne 15,"Perly, douane",__Entity__,__Entity__,296,673
888,124,HAS_STOP,Ligne 15,"Plan-les-Ouates, ZIPLO",__Entity__,__Entity__,296,674
889,124,HAS_STOP,Ligne 15,"Grand-Lancy, Lancy Piscine",__Entity__,__Entity__,296,676
890,124,HAS_STOP,Ligne 15,"Saint-Julien-en-Genevois, centre",__Entity__,__Entity__,296,677
891,124,HAS_STOP,Ligne 15,Saint-Julien-en-Genevois,__Entity__,__Entity__,296,680
892,124,HAS_STOP,Ligne 15,"Plan-les-Ouates, Le Rolliet",__Entity__,__Entity__,296,681
893,124,HAS_STOP,Ligne 15,"Grand-Lancy, Curé-Baud",__Entity__,__Entity__,296,682
894,124,HAS_STOP,Ligne 15,"Grand-Lancy, Place du 1er-Août",__Entity__,__Entity__,296,683
895,124,HAS_STOP,Ligne 15,"Perly, Ravières",__Entity__,__Entity__,296,684
896,124,HAS_STOP,Ligne 15,"Grand-Lancy, Mairie de L",__Entity__,__Entity__,296,685
897,124,HAS_STOP,Ligne 15,Douane de Perly,__Entity__,__Entity__,296,719
898,124,HAS_STOP,Ligne 15,Point de rebroussement,__Entity__,__Entity__,296,863
899,124,HAS_STOP,Ligne 15,Frontière,__Entity__,__Entity__,296,869
900,124,HAS_STOP,Ligne 15,Fin de la phase 1,__Entity__,__Entity__,296,870
901,21,HAS_DESTINATION,Ligne 15,"Thônex, Moillesulaz",__Entity__,__Entity__,296,727
902,125,REPLACES,Ligne 15,Lignes 9 et 29,__Entity__,__Entity__,296,748
903,125,REPLACES,Ligne 15,Ligne 2,__Entity__,__Entity__,296,750
904,125,REPLACES,Ligne 15,Ligne d'autobus X,__Entity__,__Entity__,296,751
905,126,HAS_OPERATOR,Ligne 15,Transports publics genevois,__Entity__,__Entity__,296,598
906,127,HAS_EQUIPMENT,Ligne 15,Stadler Tango,__Entity__,__Entity__,296,560
907,127,HAS_EQUIPMENT,Ligne 15,Bombardier Cityrunner,__Entity__,__Entity__,296,571
908,98,HAS_PLACE,Ligne 15,Genève,__Entity__,__Entity__,296,236
909,128,HAS_FARE_ZONE,Ligne 15,Zone 10,__Entity__,__Entity__,296,928
910,129,HAS_TRAFFIC,Ligne 15,"12,953 millions de voyages",__Entity__,__Entity__,296,929
911,56,PART_OF,Le Rhône,Ligne 14,__Entity__,__Entity__,297,473
912,4,SERVED_BY,Le Rhône,Lignes 12 et 17,__Entity__,__Entity__,297,1186
913,94,ON_LINE,Le Rhône,Ligne 17,__Entity__,__Entity__,297,322
914,96,HAS_RELATION_WITH,Le Rhône,Lausanne,__Entity__,__Entity__,297,318
915,12,LOCATED_ON,Le Rhône,Lausanne – Genève,__Entity__,__Entity__,297,740
916,98,HAS_PLACE,Le Rhône,Ligne Lausanne – Genève,__Entity__,__Entity__,297,877
917,2,LOCATED_IN,Balexert,Vernier,__Entity__,__Entity__,298,316
918,94,ON_LINE,Balexert,Ligne 15,__Entity__,__Entity__,298,296
919,56,PART_OF,Meyrin,Ligne 15,__Entity__,__Entity__,299,296
920,56,PART_OF,Meyrin,ieurs quartiers de Genève,__Entity__,__Entity__,299,343
921,56,PART_OF,Meyrin,quelques communes de l'agglomération,__Entity__,__Entity__,299,345
922,56,PART_OF,Meyrin,"Lignes 12, 17 et 18",__Entity__,__Entity__,299,742
923,4,SERVED_BY,Meyrin,Jardin-Alpin-Vivarium,__Entity__,__Entity__,299,1184
924,4,SERVED_BY,Meyrin,Bois-du-Lan,__Entity__,__Entity__,299,1187
925,94,ON_LINE,Meyrin,Ligne 18,__Entity__,__Entity__,299,302
926,105,TERMINUS_OF,Meyrin,ligne 14,__Entity__,__Entity__,299,332
927,95,HAS_LATITUDE_AND_LONGITUDE,Meyrin,"46° 13′ 45″ N, 6° 04′ 57″ E",__Entity__,__Entity__,299,540
928,95,HAS_LATITUDE_AND_LONGITUDE,Meyrin,"46° 14′ 00″ N, 6° 04′ 39″ E",__Entity__,__Entity__,299,542
929,95,HAS_LATITUDE_AND_LONGITUDE,Meyrin,"46° 13′ 33″ N, 6° 04′ 59″ E",__Entity__,__Entity__,299,546
930,95,HAS_LATITUDE_AND_LONGITUDE,Meyrin,"46° 14′ 11″ N, 6° 04′ 54″ E",__Entity__,__Entity__,299,552
931,130,CONNECTED_BY_TRAM,Meyrin,Gravière,__Entity__,__Entity__,299,303
932,4,SERVED_BY,Poterie,Genève,__Entity__,__Entity__,300,236
933,94,ON_LINE,Poterie,Ligne 15,__Entity__,__Entity__,300,296
934,56,PART_OF,Bouchet,Ligne 15,__Entity__,__Entity__,301,296
935,94,ON_LINE,Bouchet,Ligne 15,__Entity__,__Entity__,301,296
936,56,PART_OF,Ligne 18,Tramway de Genève,__Entity__,__Entity__,302,587
937,6,OPERATED_BY,Ligne 18,Transports publics genevois,__Entity__,__Entity__,302,598
938,120,SERVES,Ligne 18,Genève,__Entity__,__Entity__,302,236
939,120,SERVES,Ligne 18,Meyrin,__Entity__,__Entity__,302,299
940,120,SERVES,Ligne 18,Vernier,__Entity__,__Entity__,302,316
941,120,SERVES,Ligne 18,Carouge,__Entity__,__Entity__,302,340
942,120,SERVES,Ligne 18,Lancy,__Entity__,__Entity__,302,493
943,120,SERVES,Ligne 18,Plan-les-Ouates,__Entity__,__Entity__,302,679
944,60,HAS_TERMINUS,Ligne 18,"Meyrin, CERN",__Entity__,__Entity__,302,245
945,131,USES,Ligne 18,Stadler Tango,__Entity__,__Entity__,302,560
946,131,USES,Ligne 18,Bombardier Cityrunner,__Entity__,__Entity__,302,571
947,93,HAS_ROUTE,Ligne 18,Coutance,__Entity__,__Entity__,302,237
948,93,HAS_ROUTE,Ligne 18,CERN,__Entity__,__Entity__,302,288
949,93,HAS_ROUTE,Ligne 18,Bachet-de-Pesay,__Entity__,__Entity__,302,330
950,93,HAS_ROUTE,Ligne 18,Avanchet,__Entity__,__Entity__,302,335
951,93,HAS_ROUTE,Ligne 18,Stand,__Entity__,__Entity__,302,547
952,93,HAS_ROUTE,Ligne 18,Pontets,__Entity__,__Entity__,302,596
953,93,HAS_ROUTE,Ligne 18,Rondeau de Carouge,__Entity__,__Entity__,302,626
954,93,HAS_ROUTE,Ligne 18,Mairie,__Entity__,__Entity__,302,747
955,93,HAS_ROUTE,Ligne 18,Rondeau,__Entity__,__Entity__,302,1198
956,93,HAS_ROUTE,Ligne 18,Gare de Lancy-Bachet,__Entity__,__Entity__,302,1200
957,93,HAS_ROUTE,Ligne 18,Coutance-Cornavin,__Entity__,__Entity__,302,1211
958,93,HAS_ROUTE,Ligne 18,Pont de Carouge,__Entity__,__Entity__,302,1215
